date,gross,fees,slippage,funding,net
2025-05-01,-0.015421667180129574,-0.0,-0.0,-4.4316e-05,-0.015465983180129575
2025-05-02,-0.0008975879321129745,-0.0,-0.0,3.939900000000001e-05,-0.0008581889321129746
2025-05-03,-0.024839094068610137,-0.0,-0.0,-1.5643000000000003e-05,-0.024854737068610137
2025-05-04,-0.011153776508273594,-0.0,-0.0,-2.772899999999999e-05,-0.011181505508273595
2025-05-05,0.0059551261476608625,-0.00030000000000000003,-0.00018,3.3710000000000014e-05,0.005508836147660863
2025-05-06,0.007886499507982049,-0.0,-0.0,-0.000123426,0.0077630735079820485
2025-05-07,0.0014006090708640457,-0.0,-0.0,-4.6739e-05,0.0013538700708640456
2025-05-08,0.033772930374847965,-0.0,-0.0,2.6673999999999996e-05,0.03379960437484796
2025-05-09,-0.011511506078242792,-0.0,-0.0,-2.7884000000000006e-05,-0.011539390078242793
2025-05-10,0.0167059363667348,-0.0,-0.0,-4.2249e-05,0.0166636873667348
2025-05-11,0.0005717266352009741,-0.0,-0.0,-1.7612e-05,0.0005541146352009741
2025-05-12,0.0037731566968435062,-0.0003,-0.00017999999999999998,-2.0382000000000002e-05,0.003272774696843506
2025-05-13,0.02185361084714305,-0.0,-0.0,-3.4888e-05,0.02181872284714305
2025-05-14,-0.007920298152702065,-0.0,-0.0,3.1519999999999996e-05,-0.007888778152702065
2025-05-15,-0.012839934976411692,-0.0,-0.0,-4.393999999999999e-05,-0.012883874976411691
2025-05-16,-0.01094482928258147,-0.0,-0.0,1.3388000000000015e-05,-0.01093144128258147
2025-05-17,-0.007340840837391305,-0.0,-0.0,3.997600000000001e-05,-0.007300864837391305
2025-05-18,0.02715647969961923,-0.0,-0.0,1.8583000000000008e-05,0.02717506269961923
2025-05-19,-0.009025037380252777,-0.0006000000000000001,-0.00036,5.946000000000001e-05,-0.009925577380252775
